distritos,n_defunciones,anio
LABERINTO,47,2020
LACABAMBA,3,2020
LACHAQUI,6,2020
LAGUNAS,99,2020
LAHUAYTAMBO,3,2020
LAJAS,34,2020
LALAQUIZ,33,2020
LAMAS,133,2020
LAMAY,32,2020
LAMBAYEQUE,580,2020
LAMBRAMA,21,2020
LAMPA,115,2020
LAMPIAN,6,2020
LAMUD,22,2020
LANCONES,88,2020
LANGA,1,2020
LANGUI,22,2020
LARAMARCA,4,2020
LARAMATE,NA,2020
CUADRON,3,2020
DEFUNCIONESREGISTRADASPOR,NA,2020
DISTRITOSSEGNAO,2020,2020
Seleccionecursorsobremapapara,NA,2020
vermayores,NA,2020
detalles,NA,2020
LARAMARCA,NA,2020
Distrito,NA,2020
LARAMATE,5,2020
LARAOS,7,2020
LAREDO,370,2020
LARES,38,2020
LARI,2,2020
LARIA,6,2020
LASAMAZONAS,12,2020
LASLOMAS,170,2020
LASPIEDRAS,81,2020
LASPIRIAS,9,2020
LAYO,37,2020
LEIMEBAMBA,21,2020
LEONCIOPRADO,18,2020
LEONORORDOEZ,9,2020
LEVANTO,4,2020
LIMA,5253,2020
LIMABAMBA,5,2020
LIMATAMBO,70,2020
LIMBANI,16,2020
LINCE,1013,2020
LINCHA,5,2020
LIRCAY,191,2020
LIVITACA,64,2020
LLACANORA,34,2020
LLACLLIN,9,2020
LLALLI,26,2020
LLAMA,32,2020
LLAMELLIN,32,2020
LLAPA,21,2020
LLAPO,8,2020
LLATA,67,2020
LLAUTA,5,2020
LLAYLLA,12,2020
LLIPA,3,2020
LLIPATA,7,2020
LLOCHEGUA,60,2020
LLOCLLAPAMPA,14,2020
LLOQUE,5,2020
LLUMPA,35,2020
LLUSCO,35,2020
LLUTA,21,2020
LOBITOS,10,2020
LOCROJA,29,2020
LOCUMBA,9,2020
LOMAS,6,2020
LONGAR,NA,2020
CUADRON,3,2020
DEFUNCIONESREGISTRADASPOR,NA,2020
DISTRITOSSEGNAO,2020,2020
Seleccionecursorsobremapapara,NA,2020
vermayores,NA,2020
detalles,NA,2020
LOMAS,NA,2020
Distrito,NA,2020
LONGAR,5,2020
LONGOTEA,5,2020
LONGUITA,1,2020
LONYACHICO,5,2020
LONYAGRANDE,23,2020
LOSAQUIJES,140,2020
LOSBAOSDELINCA,187,2020
LOSCHANKAS,4,2020
LOSMOROCHUCOS,36,2020
LOSOLIVOS,2865,2020
LOSORGANOS,65,2020
LUCANAS,18,2020
LUCMA,31,2020
LUCRE,47,2020
LUNAHUANA,47,2020
LURICOCHA,18,2020
LURIGANCHO,1155,2020
LURIN,594,2020
LUYA,10,2020
LUYAVIEJO,4,2020
LUYANDO,61,2020
MACA,4,2020
MACARI,52,2020
MACATE,25,2020
MACHAGUAY,4,2020
MACHE,16,2020
MACHUPICCHU,21,2020
MACUSANI,87,2020
MADEAN,5,2020
MADREDEDIOS,17,2020
MADRIGAL,7,2020
MAGDALENA,29,2020
MAGDALENADECAO,37,2020
MAGDALENADELMAR,776,2020
MAJES,306,2020
MALA,154,2020
MALVAS,10,2020
MAMARA,5,2020
MANANTAY,608,2020
MANAS,4,2020
MANCORA,88,2020
MANCOS,48,2020
MANGAS,2,2020
MANSERICHE,33,2020
MANTA,7,2020
MANU,NA,2020
CUADRON,3,2020
DEFUNCIONESREGISTRADASPOR,NA,2020
DISTRITOSSEGNAO,2020,2020
Seleccionecursorsobremapapara,NA,2020
vermayores,NA,2020
detalles,NA,2020
MANTA,NA,2020
Distrito,NA,2020
MANU,14,2020
MANUELANTONIOMESO,13,2020
MANZANARES,11,2020
MAAZO,29,2020
MAQUIA,6,2020
MARA,40,2020
MARANGANI,79,2020
MARANURA,54,2020
MARAS,58,2020
MARCA,10,2020
MARCABAL,41,2020
MARCABAMBA,4,2020
MARCAPATA,33,2020
MARCAPOMACOCHA,4,2020
MARCARA,59,2020
MARCAS,10,2020
MARCAVELICA,217,2020
MARCO,20,2020
MARCONA,122,2020
MARGOS,40,2020
MARIAPARADODEBELLI,23,2020
MARIANODAMASOBERA,34,2020
MARIANOMELGAR,653,2020
MARIANONICOLASVALC,31,2020
MARIAS,21,2020
MARIATANA,2,2020
MARISCALBENAVIDES,3,2020
MARISCALCACERES,36,2020
MARISCALCASTILLA,24,2020
MARISCALGAMARRA,20,2020
MARMOT,11,2020
MASIN,9,2020
MASISEA,57,2020
MASMA,22,2020
MASMACHICCHE,6,2020
MATACOTO,19,2020
MATAHUASI,44,2020
MATALAQUE,6,2020
MATAPALO,23,2020
MATARA,17,2020
MATO,18,2020
MATUCANA,47,2020
MAZAMARI,102,2020
MAZAN,35,2020
MEGANTONI,37,2020
MEJIA,10,2020
CUADRON,3,2020
DEFUNCIONESREGISTRADASPOR,NA,2020
DISTRITOSSEGNAO,2020,2020
Seleccionecursorsobremapapara,NA,2020
vermayores,NA,2020
detalles,NA,2020
MEGANTONI,NA,2020
Distrito,NA,2020
MEJIA,10,2020
MIPERU,240,2020
MICAELABASTIDAS,4,2020
MIGUELCHECA,64,2020
MIGUELIGLESIAS,7,2020
MILPUCC,3,2020
MIRACOSTA,6,2020
MIRAFLORES,1976,2020
MIRGAS,15,2020
MITO,9,2020
MOCHE,317,2020
MOCHUMI,222,2020
MOHO,161,2020
MOLINO,78,2020
MOLINOPAMPA,4,2020
MOLINOS,15,2020
MOLLEBAMBA,3,2020
MOLLEBAYA,15,2020
MOLLENDO,239,2020
MOLLEPAMPA,5,2020
MOLLEPATA,27,2020
MONOBAMBA,6,2020
MONSEFU,104,2020
MONTERO,37,2020
MONTEVIDEO,5,2020
MONZON,42,2020
MOQUEGUA,705,2020
MORALES,160,2020
MORCOLLA,12,2020
MORO,61,2020
MOROCOCHA,9,2020
MORONA,11,2020
MORROPE,297,2020
MORROPON,123,2020
MOSOCLLACTA,5,2020
MOTUPE,224,2020
MOYA,9,2020
MOYOBAMBA,410,2020
MUANI,43,2020
MUQUI,12,2020
MUQUIYAUYO,24,2020
MUSGA,2,2020
"NAMBALLE",26,2020
"NAMORA",44,2020
"NANCHOC",6,2020
"NAPO",NA,2020
CUADRON,3,2020
DEFUNCIONESREGISTRADASPOR,NA,2020
DISTRITOSSEGNAO,2020,2020
Seleccionecursorsobremapapara,NA,2020
vermayores,NA,2020
detalles,NA,2020
"NANCHOC",NA,2020
Distrito,NA,2020
"NAPO",19,2020
"NAUTA",172,2020
"NAVAN",6,2020
"NAZCA",296,2020
NEPEA,102,2020
NESHUYA,19,2020
NICASIO,13,2020
NICOLASDEPIEROLA,40,2020
NIEPOS,17,2020
NIEVA,57,2020
NINABAMBA,14,2020
NINACACA,34,2020
NUEVAARICA,24,2020
NUEVACAJAMARCA,203,2020
NUEVAREQUENA,26,2020
NUEVEDEJULIO,17,2020
NUEVOCHIMBOTE,838,2020
NUEVOIMPERIAL,138,2020
NUEVOOCCORO,16,2020
NUEVOPROGRESO,32,2020
NUOA,74,2020
AHUIMPUQUIO,10,2020
OBAS,32,2020
OCAA,5,2020
OCOBAMBA,47,2020
OCONGATE,99,2020
OCOA,28,2020
OCORURO,12,2020
OCOYO,11,2020
OCROS,58,2020
OCUCAJE,40,2020
OCUMAL,21,2020
OCUVIRI,13,2020
OLLACHEA,27,2020
OLLANTAYTAMBO,70,2020
OLLARAYA,17,2020
OLLEROS,25,2020
OLMOS,310,2020
OMACHA,17,2020
OMAS,4,2020
OMATE,29,2020
OMIA,19,2020
ONDORES,13,2020
ONGON,4,2020
ONGOY,26,2020
ORCOPAMPA,16,2020
CUADRON,3,2020
DEFUNCIONESREGISTRADASPOR,NA,2020
DISTRITOSSEGNAO,2020,2020
Seleccionecursorsobremapapara,NA,2020
vermayores,NA,2020
detalles,NA,2020
ONGOY,NA,2020
Distrito,NA,2020
ORCOPAMPA,16,2020
ORCOTUNA,44,2020
OROPESA,47,2020
ORURILLO,62,2020
OTOCA,7,2020
OTUZCO,240,2020
OXAMARCA,24,2020
OXAPAMPA,66,2020
OYOLO,5,2020
OYON,43,2020
OYOTUN,93,2020
PACA,13,2020
PACAIPAMPA,53,2020
PACANGA,136,2020
PACAPAUSA,5,2020
PACARAN,18,2020
PACARAOS,12,2020
PACASMAYO,240,2020
PACAYCASA,12,2020
PACCARITAMBO,18,2020
PACCHA,37,2020
PACCHO,7,2020
PACHACAMAC,520,2020
PACHACONAS,7,2020
PACHACUTEC,83,2020
PACHAMARCA,17,2020
PACHANGARA,17,2020
PACHAS,36,2020
PACHIA,20,2020
PACHIZA,28,2020
PACLLON,4,2020
PACOBAMBA,35,2020
PACOCHA,25,2020
PACORA,106,2020
PACUCHA,47,2020
PADREABAD,75,2020
PADREMARQUEZ,9,2020
PAICO,3,2020
PAIJAN,158,2020
PAIMAS,50,2020
PAITA,645,2020
PAJARILLO,20,2020
PALCA,103,2020
PALCAMAYO,42,2020
PALCAZU,20,2020
PALLANCHACRA,NA,2020
CUADRON,3,2020
DEFUNCIONESREGISTRADASPOR,NA,2020
DISTRITOSSEGNAO,2020,2020
Seleccionecursorsobremapapara,NA,2020
vermayores,NA,2020
detalles,NA,2020
PALCAZU,NA,2020
Distrito,NA,2020
PALLANCHACRA,5,2020
PALLASCA,18,2020
PALLPATA,35,2020
PALPA,85,2020
PAMPAHERMOSA,20,2020
PAMPACHIRI,17,2020
PAMPACOLCA,23,2020
PAMPAMARCA,36,2020
PAMPAROMAS,35,2020
PAMPAS,83,2020
PAMPASCHICO,12,2020
PAMPASDEHOSPITAL,35,2020
PAMPASGRANDE,17,2020
PANAO,94,2020
PANCAN,13,2020
PANGOA,199,2020
PAPAPLAYA,6,2020
PAPAYAL,49,2020
PARACAS,33,2020
PARAMONGA,192,2020
PARANDAY,3,2020
PARARCA,1,2020
PARARIN,8,2020
PARAS,28,2020
PARATIA,11,2020
PARCO,14,2020
PARCONA,378,2020
PARCOY,46,2020
PARDOMIGUEL,66,2020
PARIACOTO,31,2020
PARIAHUANCA,54,2020
PARINARI,8,2020
PARIAS,876,2020
PAROBAMBA,47,2020
PARURO,30,2020
PASTAZA,10,2020
PATAMBUCO,38,2020
PATAPO,72,2020
PATAYPAMPA,7,2020
PATAZ,26,2020
PATIVILCA,144,2020
PAUCAR,11,2020
PAUCARA,67,2020
PAUCARBAMBA,36,2020
PAUCARCOLLA,36,2020
PAUCARPATA,1334,2020
CUADRON,3,2020
DEFUNCIONESREGISTRADASPOR,NA,2020
DISTRITOSSEGNAO,2020,2020
Seleccionecursorsobremapapara,NA,2020
vermayores,NA,2020
detalles,NA,2020
PAUCARCOLLA,NA,2020
Distrito,NA,2020
PAUCARPATA,1334,2020
PAUCARTAMBO,148,2020
PAUCAS,4,2020
PAUSA,15,2020
PAZOS,38,2020
PEBAS,54,2020
PEDROGALVEZ,114,2020
PEDROVILCAAPAZA,21,2020
PERENE,314,2020
PHARA,29,2020
PIAS,8,2020
PICHACANI,20,2020
PICHANAQUI,198,2020
PICHARI,97,2020
PICHIGUA,28,2020
PICHIRHUA,31,2020
PICHOS,20,2020
PICOTA,84,2020
PICSI,73,2020
PILCHACA,8,2020
PILCOMAYO,134,2020
PILCUYO,76,2020
PILLCOMARCA,205,2020
PILLPINTO,14,2020
PILLUANA,8,2020
PILPICHACA,23,2020
PIMENTEL,128,2020
PIMPINGOS,7,2020
PINRA,30,2020
PINTORECODO,31,2020
PION,2,2020
PIRA,33,2020
PISAC,53,2020
PISACOMA,15,2020
PISCO,654,2020
PISCOBAMBA,30,2020
PISCOYACU,22,2020
PISUQUIA,7,2020
PITIPO,148,2020
PITUMARCA,59,2020
PIURA,1486,2020
PLATERIA,39,2020
POCOHUANCA,13,2020
POCOLLAY,125,2020
POCSI,5,2020
POLOBAYA,NA,2020
CUADRON,3,2020
DEFUNCIONESREGISTRADASPOR,NA,2020
DISTRITOSSEGNAO,2020,2020
Seleccionecursorsobremapapara,NA,2020
vermayores,NA,2020
detalles,NA,2020
POCSI,NA,2020
Distrito,NA,2020
POLOBAYA,14,2020
POLVORA,35,2020
POMABAMBA,91,2020
POMACANCHA,8,2020
POMACANCHI,52,2020
POMACOCHA,36,2020
POMAHUACA,8,2020
POMALCA,220,2020
POMATA,115,2020
PONTO,13,2020
POROTO,23,2020
POROY,53,2020
POSIC,12,2020
POTONI,22,2020
POZUZO,33,2020
PROGRESO,12,2020
PROVIDENCIA,3,2020
PUCACACA,26,2020
PUCACOLPA,3,2020
PUCALA,95,2020
PUCARA,113,2020
PUCAYACU,1,2020
PUCUSANA,91,2020
PUCYURA,18,2020
PUEBLOLIBRE,1229,2020
PUEBLONUEVO,601,2020
PUENTEPIEDRA,1959,2020
PUERTOBERMUDEZ,77,2020
PUERTOINCA,33,2020
PUINAHUA,7,2020
PULAN,22,2020
PULLO,9,2020
PUNCHANA,589,2020
PUNCHAO,9,2020
PUNO,1001,2020
PUNTADEBOMBON,46,2020
PUNTAHERMOSA,47,2020
PUNTANEGRA,51,2020
PUOS,26,2020
PUQUINA,19,2020
PUQUIO,84,2020
PURUS,4,2020
PUSI,43,2020
PUTINA,108,2020
PUTINZA,6,2020
PUTUMAYO,NA,2020
CUADRON,3,2020
DEFUNCIONESREGISTRADASPOR,NA,2020
DISTRITOSSEGNAO,2020,2020
Seleccionecursorsobremapapara,NA,2020
vermayores,NA,2020
detalles,NA,2020
PUTINZA,NA,2020
Distrito,NA,2020
PUTUMAYO,14,2020
PUYCA,14,2020
PUYUSCA,14,2020
QUECHUALLA,3,2020
QUEHUE,29,2020
QUELLOUNO,52,2020
QUEQUEA,14,2020
QUERCO,3,2020
QUERECOTILLO,220,2020
QUEROBAMBA,14,2020
QUEROCOTILLO,28,2020
QUEROCOTO,15,2020
QUEROPALCA,1,2020
QUIACA,15,2020
QUICACHA,2,2020
QUICHES,21,2020
QUICHUAS,27,2020
QUICHUAY,21,2020
QUILAHUANI,2,2020
QUILCA,9,2020
QUILCAPUNCU,34,2020
QUILCAS,35,2020
QUILLO,50,2020
QUILMANA,148,2020
QUINCHES,1,2020
QUINISTAQUILLAS,2,2020
QUINJALCA,1,2020
QUINOCAY,2,2020
QUINUA,17,2020
QUINUABAMBA,16,2020
QUIOTA,30,2020
QUIQUIJANA,68,2020
QUIRUVILCA,28,2020
QUISHUAR,4,2020
QUISQUI,30,2020
QUITOARMA,4,2020
QUIVILLA,12,2020
RAGASH,15,2020
RAHUAPAMPA,5,2020
RAIMONDI,71,2020
RAMONCASTILLA,41,2020
RANRACANCHA,13,2020
RANRAHIRCA,17,2020
RAPAYAN,7,2020
RAZURI,50,2020
RECUAY,NA,2020
CUADRON,3,2020
DEFUNCIONESREGISTRADASPOR,NA,2020
DISTRITOSSEGNAO,2020,2020
Seleccionecursorsobremapapara,NA,2020
vermayores,NA,2020
detalles,NA,2020
RAZURI,NA,2020
Distrito,NA,2020
RECUAY,38,2020
REQUE,121,2020
REQUENA,212,2020
RICARDOPALMA,46,2020
RICRAN,6,2020
RIMAC,2408,2020
RINCONADALLICUAR,24,2020
RIOGRANDE,46,2020
RIONEGRO,77,2020
RIOSANTIAGO,11,2020
RIOTAMBO,36,2020
RIOJA,156,2020
RIPAN,18,2020
ROCCHACC,7,2020
RONDOCAN,23,2020
RONDOS,18,2020
ROSARIO,26,2020
ROSASPATA,52,2020
RUMISAPA,12,2020
RUPARUPA,445,2020
SABAINO,8,2020
SABANDIA,44,2020
SACANCHE,13,2020
SACHACA,243,2020
SACSAMARCA,5,2020
SAISA,1,2020
SALAMANCA,16,2020
SALAS,238,2020
SALAVERRY,129,2020
SALCABAMBA,23,2020
SALCAHUASI,33,2020
SALITRAL,115,2020
SALLIQUE,10,2020
SALPO,23,2020
SAMA,14,2020
SAMAN,78,2020
SAMANCO,36,2020
SAMEGUA,45,2020
SAMUELPASTOR,82,2020
SAMUGARI,35,2020
SANAGUSTIN,91,2020
SANANDRES,156,2020
SANANDRESDECUTERVO,18,2020
SANANDRESDETUPICOC,10,2020
SANANTON,37,2020
SANANTONIO,NA,2020
CUADRON,3,2020
DEFUNCIONESREGISTRADASPOR,NA,2020
DISTRITOSSEGNAO,2020,2020
Seleccionecursorsobremapapara,NA,2020
vermayores,NA,2020
detalles,NA,2020
SANANTON,NA,2020
Distrito,NA,2020
SANANTONIO,267,2020
SANANTONIODEANTAP,6,2020
SANANTONIODECACHI,18,2020
SANANTONIODECHUCA,10,2020
SANANTONIODECUSICA,12,2020
SANBARTOLO,47,2020
SANBARTOLOME,11,2020
SANBENITO,8,2020
SANBERNARDINO,19,2020
SANBORJA,1103,2020
SANBUENAVENTURA,11,2020
SANCARLOS,2,2020
SANCLEMENTE,214,2020
SANCRISTOBAL,34,2020
SANCRISTOBALDERAJAN,4,2020
SANDAMIAN,7,2020
SANFCODEASISDEYAR,34,2020
SANFELIPE,8,2020
SANFERNANDO,21,2020
SANFRANCISCO,11,2020
SANFRANCISCODEASIS,13,2020
SANFRANCISCODECAYR,35,2020
SANFRANCISCODEDAGU,2,2020
SANFRANCISCODERAVA,6,2020
SANFRANCISCODESANG,7,2020
SANFRANCISCODEYESO,4,2020
SANGABAN,27,2020
SANGREGORIO,17,2020
SANHILARION,8,2020
SANIGNACIO,128,2020
SANISIDRO,750,2020
SANISIDRODEMAINO,2,2020
SANJACINTO,67,2020
SANJAVIERDEALPABAM,3,2020
SANJERONIMO,350,2020
SANJERONIMODETUNAN,72,2020
SANJOAQUIN,2,2020
SANJOSE,171,2020
SANJOSEDELOSCHORRI,10,2020
SANJOSEDELOSMOLINOS,62,2020
SANJOSEDELOURDES,50,2020
SANJOSEDEQUERO,38,2020
SANJOSEDESISA,127,2020
SANJOSEDETICLLAS,15,2020
SANJOSEDEUSHUA,3,2020
SANJOSEDELALTO,NA,2020
CUADRON,3,2020
DEFUNCIONESREGISTRADASPOR,NA,2020
DISTRITOSSEGNAO,2020,2020
Seleccionecursorsobremapapara,NA,2020
vermayores,NA,2020
detalles,NA,2020
SANJOSEDEUSHUA,NA,2020
Distrito,NA,2020
SANJOSEDELALTO,17,2020
SANJUAN,64,2020
SANJUANBAUTISTA,919,2020
SANJUANDEBIGOTE,48,2020
SANJUANDECHACA,8,2020
SANJUANDECUTERVO,2,2020
SANJUANDEIRIS,4,2020
SANJUANDEISCOS,25,2020
SANJUANDEJARPA,31,2020
SANJUANDELAVIRGEN,30,2020
SANJUANDELICUPIS,5,2020
SANJUANDELOPECANCH,3,2020
SANJUANDELURIGANCHO,7686,2020
SANJUANDEMIRAFLORES,3458,2020
SANJUANDERONTOY,8,2020
SANJUANDESALINAS,25,2020
SANJUANDESIGUAS,4,2020
SANJUANDETANTARAN,1,2020
SANJUANDETARUCANI,11,2020
SANJUANDEYANAC,5,2020
SANJUANDELORO,17,2020
SANLORENZO,14,2020
SANLORENZODEQUINTI,4,2020
SANLUIS,725,2020
SANLUISDELUCMA,6,2020
SANLUISDESHUARO,28,2020
SANMARCOS,85,2020
SANMARCOSDEROCCHAC,16,2020
SANMARTIN,24,2020
SANMARTINDEPORRES,6262,2020
SANMATEO,30,2020
SANMATEODEOTAO,19,2020
SANMIGUEL,1779,2020
SANMIGUELDEACO,15,2020
SANMIGUELDEACOS,7,2020
SANMIGUELDECAURI,19,2020
SANMIGUELDECHACCRA,4,2020
SANMIGUELDECORPAN,4,2020
SANMIGUELDEELFAIQUE,66,2020
SANMIGUELDEMAYOCC,6,2020
SANNICOLAS,20,2020
SANPABLO,182,2020
SANPABLODEPILLAO,38,2020
SANPEDRO,43,2020
SANPEDRODECACHORA,15,2020
SANPEDRODECAJAS,NA,2020
CUADRON,3,2020
DEFUNCIONESREGISTRADASPOR,NA,2020
DISTRITOSSEGNAO,2020,2020
Seleccionecursorsobremapapara,NA,2020
vermayores,NA,2020
detalles,NA,2020
SANPEDRODECACHORA,NA,2020
Distrito,NA,2020
SANPEDRODECAJAS,43,2020
SANPEDRODECHANA,14,2020
SANPEDRODECHAULAN,30,2020
SANPEDRODECHUNAN,9,2020
SANPEDRODECORIS,17,2020
SANPEDRODEHUACARP,3,2020
SANPEDRODEHUANCAY,4,2020
SANPEDRODELARCAY,3,2020
SANPEDRODELLOC,141,2020
SANPEDRODEPALCO,4,2020
SANPEDRODEPILAS,2,2020
SANPEDRODEPILLAO,12,2020
SANPEDRODEPUTINAP,8,2020
SANRAFAEL,69,2020
SANRAMON,210,2020
SANROQUEDECUMBAZA,13,2020
SANSALVADOR,42,2020
SANSALVADORDEQUIJE,15,2020
SANSEBASTIAN,519,2020
SANSILVESTREDECOCH,19,2020
SANVICENTEDECAETE,540,2020
SANAGORAN,10,2020
SANCOS,36,2020
SANDIA,61,2020
SANGALLAYA,4,2020
SANGARARA,32,2020
SANTA,220,2020
SANTAANA,290,2020
SANTAANADEHUAYCAH,5,2020
SANTAANADETUSI,21,2020
SANTAANITA,1798,2020
SANTABARBARADECAR,2,2020
SANTACATALINA,1,2020
SANTACATALINADEMOS,15,2020
SANTACRUZ,102,2020
SANTACRUZDEANDAMA,5,2020
SANTACRUZDECHUCA,8,2020
SANTACRUZDECOCACHA,11,2020
SANTACRUZDEFLORES,23,2020
SANTACRUZDETOLED,1,2020
SANTAEULALIA,86,2020
SANTAISABELDESIGUAS,7,2020
SANTALEONOR,4,2020
SANTALUCIA,63,2020
SANTAMARIA,249,2020
SANTAMARIADECHICMO,NA,2020
CUADRON,3,2020
DEFUNCIONESREGISTRADASPOR,NA,2020
DISTRITOSSEGNAO,2020,2020
Seleccionecursorsobremapapara,NA,2020
vermayores,NA,2020
detalles,NA,2020
SANTAMARIA,NA,2020
Distrito,NA,2020
SANTAMARIADECHICMO,48,2020
SANTAMARIADELMAR,4,2020
SANTAMARIADELVALLE,113,2020
SANTARITADESIHUAS,17,2020
SANTAROSA,349,2020
SANTAROSADEALTOYA,3,2020
SANTAROSADEOCOPA,12,2020
SANTAROSADEQUIVES,37,2020
SANTAROSADESACCO,33,2020
SANTATERESA,43,2020
SANTIAGO,780,2020
SANTIAGODEANCHUCAYA,2,2020
SANTIAGODECAO,237,2020
SANTIAGODECHALLAS,5,2020
SANTIAGODECHILCAS,7,2020
SANTIAGODECHOCORVOS,21,2020
SANTIAGODECHUCO,111,2020
SANTIAGODELUCANAMA,14,2020
SANTIAGODEPAUCARAY,15,2020
SANTIAGODEPISCHA,7,2020
SANTIAGODEPUPUJA,40,2020
SANTIAGODESURCO,2966,2020
SANTIAGODETUCUMA,7,2020
SANTIAGODETUNA,2,2020
SANTILLANA,17,2020
SANTODOMINGO,62,2020
SANTODOMINGODEACO,20,2020
SANTODOMINGODEANDA,2,2020
SANTODOMINGODECAPI,2,2020
SANTODOMINGODELAC,21,2020
SANTODOMINGODELOS,20,2020
SANTOTOMAS,142,2020
SANTOTOMASDEPATA,7,2020
SANTOTORIBIO,10,2020
SAA,86,2020
SAAYCA,11,2020
SAO,37,2020
SAPALLANGA,131,2020
SAPILLICA,43,2020
SAPOSOA,102,2020
SAQUENA,7,2020
SARASARA,4,2020
SARAYACU,16,2020
SARHUA,18,2020
SARIN,14,2020
SARTIMBAMBA,NA,2020
CUADRON,3,2020
DEFUNCIONESREGISTRADASPOR,NA,2020
DISTRITOSSEGNAO,2020,2020
Seleccionecursorsobremapapara,NA,2020
vermayores,NA,2020
detalles,NA,2020
SARIN,NA,2020
Distrito,NA,2020
SARTIMBAMBA,15,2020
SATIPO,212,2020
SAUCE,12,2020
SAUCEPAMPA,5,2020
SAURAMA,8,2020
SAUSA,22,2020
SAYAN,123,2020
SAYAPULLO,13,2020
SAYLA,2,2020
SAYLLA,28,2020
SECCLLA,14,2020
SECHURA,223,2020
SEPAHUA,15,2020
SEXI,1,2020
SHAMBOYACU,13,2020
SHANAO,11,2020
SHAPAJA,7,2020
SHATOJA,9,2020
SHILLA,28,2020
SHIPASBAMBA,1,2020
SHUNQUI,5,2020
SHUNTE,8,2020
SHUPLUY,12,2020
SIBAYO,4,2020
SICAYA,61,2020
SICCHEZ,23,2020
SICSIBAMBA,11,2020
SICUANI,405,2020
SIHUAS,48,2020
SILLAPATA,14,2020
SIMBAL,40,2020
SIMONBOLIVAR,50,2020
SINREGISTRO,2,2020
SINA,5,2020
SINCOS,32,2020
SINGA,35,2020
SINSICAP,28,2020
SITABAMBA,6,2020
SITACOCHA,38,2020
SITAJARA,1,2020
SIVIA,39,2020
SOCABAYA,557,2020
SOCOS,38,2020
SOCOTA,31,2020
SOLOCO,7,2020
SONCHE,NA,2020
CUADRON,3,2020
DEFUNCIONESREGISTRADASPOR,NA,2020
DISTRITOSSEGNAO,2020,2020
Seleccionecursorsobremapapara,NA,2020
vermayores,NA,2020
detalles,NA,2020
SOLOCO,NA,2020
Distrito,NA,2020
SONCHE,4,2020
SONDOR,17,2020
SONDORILLO,70,2020
SOPLIN,2,2020
SORAS,8,2020
SORAYA,5,2020
SORITOR,87,2020
SOROCHUCO,21,2020
SUBTANJALLA,156,2020
SUCCHA,5,2020
SUCRE,25,2020
SUITUCANCHA,7,2020
SULLANA,1729,2020
SUMBILCA,10,2020
SUNAMPE,252,2020
SUPE,181,2020
SUPEPUERTO,86,2020
SURCO,25,2020
SURCUBAMBA,37,2020
SURQUILLO,1112,2020
SUSAPAYA,5,2020
SUYCKUTAMBO,14,2020
SUYO,55,2020
TABACONAS,38,2020
TABALOSOS,78,2020
TACABAMBA,62,2020
TACNA,994,2020
TAHUAMANU,15,2020
TAHUANIA,12,2020
TALAVERA,106,2020
TAMARINDO,44,2020
TAMBILLO,21,2020
TAMBO,83,2020
TAMBODEMORA,34,2020
TAMBOGRANDE,735,2020
TAMBOBAMBA,46,2020
TAMBOPATA,738,2020
TAMBURCO,55,2020
TANTAMAYO,12,2020
TANTARA,9,2020
TANTARICA,10,2020
TAPACOCHA,4,2020
TAPAIRIHUA,9,2020
TAPAY,6,2020
TAPICHE,2,2020
TAPO,NA,2020
CUADRON,3,2020
DEFUNCIONESREGISTRADASPOR,NA,2020
DISTRITOSSEGNAO,2020,2020
Seleccionecursorsobremapapara,NA,2020
vermayores,NA,2020
detalles,NA,2020
TAPICHE,NA,2020
Distrito,NA,2020
TAPO,30,2020
TAPUC,15,2020
TARACO,108,2020
TARAPOTO,680,2020
TARATA,28,2020
TARAY,23,2020
TARICA,38,2020
TARMA,387,2020
TARUCACHI,1,2020
TATE,51,2020
TAUCA,18,2020
TAURIA,3,2020
TAURIJA,13,2020
TAURIPAMPA,1,2020
TAYABAMBA,56,2020
TENIENTECESARLOPEZR,11,2020
TENIENTEMANUELCLAV,1,2020
TIABAYA,119,2020
TICACO,5,2020
TICAPAMPA,21,2020
TICLACAYAN,25,2020
TICLLOS,5,2020
TICRAPO,10,2020
TIGRE,8,2020
TILALI,35,2020
TINCO,19,2020
TINGO,4,2020
TINGODEPONASA,24,2020
TINGODESAPOSOA,2,2020
TINICACHI,8,2020
TINTA,38,2020
TINTAY,17,2020
TINTAYPUNCU,13,2020
TINYAHUARCO,26,2020
TIPAN,5,2020
TIQUILLACA,11,2020
TIRAPATA,11,2020
TISCO,3,2020
TOCACHE,189,2020
TOCMOCHE,2,2020
TOMAS,1,2020
TOMAYKICHWA,24,2020
TOMEPAMPA,2,2020
TONGOD,13,2020
TORATA,59,2020
TORAYA,NA,2020
CUADRON,3,2020
DEFUNCIONESREGISTRADASPOR,NA,2020
DISTRITOSSEGNAO,2020,2020
Seleccionecursorsobremapapara,NA,2020
vermayores,NA,2020
detalles,NA,2020
TORATA,NA,2020
Distrito,NA,2020
TORAYA,13,2020
TORIBIOCASANOVA,3,2020
TORO,6,2020
TORRESCAUSANA,3,2020
TOTORA,4,2020
TOTOS,18,2020
TOURNAVISTA,8,2020
TRESDEDICIEMBRE,14,2020
TRESUNIDOS,19,2020
TRITA,11,2020
TROMPETEROS,12,2020
TRUJILLO,3474,2020
TUCUME,267,2020
TUMAN,249,2020
TUMAYHUARACA,14,2020
TUMBADEN,5,2020
